Entity,Code,Year,"Deaths that are from all causes attributed to high systolic blood pressure, in both sexes aged all ages","Deaths that are from all causes attributed to diet high in sodium, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in whole grains, in both sexes aged all ages","Deaths that are from all causes attributed to alcohol use, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in fruits, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe water source, in both sexes aged all ages","Deaths that are from all causes attributed to secondhand smoke, in both sexes aged all ages","Deaths that are from all causes attributed to low birth weight, in both sexes aged all ages","Deaths that are from all causes attributed to child wasting, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe sex, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in nuts and seeds, in both sexes aged all ages","Deaths that are from all causes attributed to household air pollution from solid fuels, in both sexes aged all ages","Deaths that are from all causes attributed to diet low in vegetables, in both sexes aged all ages","Deaths that are from all causes attributed to smoking, in both sexes aged all ages","Deaths that are from all causes attributed to high fasting plasma glucose, in both sexes aged all ages","Deaths that are from all causes attributed to air pollution, in both sexes aged all ages","Deaths that are from all causes attributed to high body-mass index, in both sexes aged all ages","Deaths that are from all causes attributed to unsafe sanitation, in both sexes aged all ages","Deaths that are from all causes attributed to drug use, in both sexes aged all ages","Deaths that are from all causes attributed to low bone mineral density, in both sexes aged all ages","Deaths that are from all causes attributed to vitamin a deficiency, in both sexes aged all ages","Deaths that are from all causes attributed to child stunting, in both sexes aged all ages","Deaths that are from all causes attributed to non-exclusive breastfeeding, in both sexes aged all ages","Deaths that are from all causes attributed to iron deficiency, in both sexes aged all ages","Deaths that are from all causes attributed to ambient particulate matter pollution, in both sexes aged all ages","Deaths that are from all causes attributed to low physical activity, in both sexes aged all ages","Deaths that are from all causes attributed to no access to handwashing facility, in both sexes aged all ages","Deaths that are from all causes attributed to high ldl cholesterol, in both sexes aged all ages"
East Asia & Pacific (WB),,2009,3108494.8,950694.75,405013.7,687238.6,353471.38,99243.086,513906,206421.69,132540.19,124546.234,103705.99,972808.8,89891.305,3001041,1528948.1,2468207.2,842245.56,53807.754,118981.47,112530.34,2292.1702,20421.982,19347.318,3590.291,1401372.5,166627.86,49049.72,1007669.56
East Asia & Pacific (WB),,2010,3235143.5,978378.6,425065.25,703527.25,356068.88,94793.27,522524.62,194884.78,124721.66,125704.266,108061.47,939276.9,90217.66,3051963,1577272.1,2500108,886258.1,49545.332,118769.125,115358.2,2299.9475,18741.096,17347.648,3346.0498,1465793.5,176286.62,47363.418,1058803.9
East Asia & Pacific (WB),,2011,3333119.2,999635.25,441378.1,714323.9,356084.47,91063.72,526967,186955.17,118072.74,127676.164,110670.625,902905.44,90581.2,3079095.2,1624861.4,2508350.8,926988.7,45753.49,119565.61,117623.016,2087.2644,17106.244,15726.342,3121.4128,1515288.9,182818.06,46148.14,1100650.2
East Asia & Pacific (WB),,2012,3390563.5,1011571.75,450301.47,721607.75,352547.5,88202.62,525635.9,180819.67,112529.95,128417.01,110268.055,859306.6,90738.18,3090433.2,1659989.8,2490594.2,963355.5,42460.938,120424.445,119637.414,1556.4841,15249.932,14566.751,2937.773,1552541.2,184726.66,45043.492,1124481.4
East Asia & Pacific (WB),,2013,3460941.2,1024135.2,462192.12,727987.3,350593.28,85468.59,527292.6,171517.9,108028.49,131664.95,111019.23,820794.8,90901.29,3096385,1705971.8,2481294.8,1002101.5,39750.035,123273.6,121225.96,1399.9169,14068.843,13312.4,2793.3574,1593808.8,188727.06,44093.37,1158056.8
East Asia & Pacific (WB),,2014,3529823,1035214.94,472907.8,736956.3,349505.9,83339.48,531102.3,161897.89,104003.01,136817.06,111041.23,786962.3,91512.27,3114183,1754278,2479001.8,1043532.25,37491.637,127882.04,123930.46,1251.5095,12910.31,12058.226,2616.6707,1630637.8,193560.25,42803.023,1187559.9
East Asia & Pacific (WB),,2015,3595125.5,1049110.6,482672,746311.75,349288.28,81825.51,535674.56,159684.61,101117.05,141116.22,110852.03,757360,92620.67,3141669.5,1794986.6,2484024.8,1085688.9,35662.04,131342.58,126812.99,1078.2208,11920.762,11445.233,2521.2368,1656196.8,198014.1,42074.61,1215618.2
East Asia & Pacific (WB),,2016,3689860.5,1070850.1,495155.12,761474.75,352048.62,80236.54,545989.44,155151.5,98105.12,144407.81,111433.63,737935.2,93992.164,3198750.2,1804034.9,2487812.8,1132737.1,34001.016,134011.33,130409.3,954.2644,10990.588,10752.474,2449.3152,1669183.8,205643.72,41493.633,1248378.2
East Asia & Pacific (WB),,2017,3766463,1088278.2,507625.44,772793.56,354247.28,79175.445,554798.6,142847.77,94867.12,144770.27,111757.586,714749,95363.93,3243562.5,1801323.5,2468276,1178603.8,32495.453,136352.17,133097.53,946.84625,10259.426,9821.13,2307.482,1670935,214761.31,40301.4,1280910.4
East Asia & Pacific (WB),,2018,3842884,1103961.4,519544.1,787727.44,357648.8,76450.7,566562.1,131073.81,89156.4,143938.56,111632.76,681367.1,96989.06,3301345.5,1849560.9,2462339,1228663.1,30256.71,139107.5,135346.33,796.50354,9011.945,8762.56,2170.7554,1706734.6,223413.89,38937.586,1311651.6
East Asia & Pacific (WB),,2019,3946095.5,1131168.1,533448.44,810626.2,362762.16,74574.14,582676.9,122954.97,85133.74,143570.97,111679.71,640576.06,98741.84,3390912,1927218.9,2489619.5,1290218.4,28578.979,142197.97,138418.06,692.93176,8130.4043,8031.143,2067.005,1774090.1,234427.45,38061.12,1349535.1
East Timor,TLS,1990,411.9718,112.72124,38.042023,76.130936,62.35932,482.89328,227.97224,910.5236,1933.4855,27.644415,12.849655,1241.956,46.984764,325.81873,184.15355,1297.8254,52.448742,380.45273,2.5162926,9.685536,96.77608,465.14645,182.1922,30.644167,55.478363,12.25975,234.67139,106.07082
East Timor,TLS,1991,421.3976,115.44487,38.89739,80.93776,63.699024,477.37827,225.50073,894.2923,1882.5863,38.53178,13.153096,1230.6044,47.883972,331.74747,189.21674,1286.6354,52.768486,376.8616,4.4284205,9.852916,97.37563,460.91797,180.55373,29.279133,55.598774,12.485066,227.42203,107.7968
East Timor,TLS,1992,438.10153,119.90719,40.510723,87.22505,66.25973,474.4639,224.18036,876.3362,1847.1576,57.00493,13.71792,1226.9332,49.707775,342.07278,198.23784,1283.3575,54.102177,375.2946,7.974173,10.176265,98.260124,459.9587,178.3742,29.3782,56.001026,12.884981,219.66466,111.49654
East Timor,TLS,1993,454.15976,124.144135,42.103176,92.125916,68.737404,462.86038,220.48477,857.9068,1790.0212,79.81969,14.274037,1215.3295,51.465042,350.67133,207.09166,1271.8805,55.33199,366.96774,12.743355,10.499971,96.676796,450.3041,173.75894,29.202139,55.99751,13.330489,207.72813,115.12722
East Timor,TLS,1994,466.12714,126.97956,43.181236,95.08285,70.468666,447.99783,213.42397,838.42566,1704.0295,104.16035,14.640812,1189.2046,52.651295,356.36664,214.4408,1244.9159,55.80285,355.83243,18.070013,10.7527485,94.009125,432.59622,167.42429,28.271425,55.194553,13.698939,194.53392,117.27646
East Timor,TLS,1995,483.04343,130.88107,44.654266,98.63409,73.15219,435.62122,206.26422,823.616,1615.2667,127.88401,15.138459,1165.4464,54.516567,365.18347,223.9049,1220.3013,56.980236,346.66394,23.277617,11.090381,92.546776,413.8916,160.20094,26.80048,54.36913,14.076587,182.5219,120.62845
East Timor,TLS,1996,496.62796,133.70395,45.73552,100.66136,75.15193,428.71783,197.70012,815.19086,1525.4806,147.23666,15.500189,1137.8492,55.879925,371.61325,233.33937,1191.7794,57.500725,341.4647,27.574333,11.38568,92.81542,395.03412,153.1113,25.851643,53.291504,14.468932,172.87839,122.70473
East Timor,TLS,1997,506.10583,135.08191,46.625168,99.39602,76.56719,407.04587,187.50398,799.0221,1420.3583,161.23163,15.820133,1103.0886,56.87342,373.0422,241.82248,1155.5253,57.06165,324.97156,30.735369,11.594848,88.49045,369.42892,143.25064,24.530603,51.755867,14.9129505,157.60092,124.14494
East Timor,TLS,1998,532.1223,140.89441,49.472366,101.4419,80.81705,386.97455,181.91847,787.4879,1347.9573,171.46268,16.815413,1095.6782,60.0055,386.17096,257.97626,1148.0846,58.56385,310.70648,33.028675,12.183335,81.46386,348.6318,135.18552,24.349123,51.545273,15.859706,139.63934,130.59097
East Timor,TLS,1999,558.07446,146.6594,51.988922,104.22679,84.85644,379.0939,177.39166,776.61115,1295.1326,177.59894,17.746553,1092.3019,63.072876,402.20657,273.91623,1144.5342,59.934025,305.3039,34.4622,12.699681,79.30879,334.9746,129.18756,23.818567,51.60383,16.733734,130.93645,136.5404
East Timor,TLS,2000,597.8013,155.42258,55.410152,111.0683,90.817566,382.47598,172.51689,755.31537,1230.0676,180.84344,18.897224,1084.8243,67.570724,425.19803,294.35266,1137.0715,63.58754,308.0044,35.11185,13.4379425,81.86332,323.31815,122.77749,23.663563,51.83589,17.64997,127.68701,145.94469
East Timor,TLS,2001,632.3926,162.36049,58.69246,114.452446,95.742096,362.93164,167.50945,736.3419,1136.7412,181.8275,20.005617,1068.2997,71.36138,441.1522,310.86105,1122.0448,66.67182,293.70554,35.38624,14.06948,74.992165,298.70483,113.41542,22.39066,53.59974,18.690279,114.16633,154.69339
East Timor,TLS,2002,669.47614,169.40015,62.286392,117.62284,100.84938,341.48755,163.92264,718.3561,1041.68,181.54315,21.18578,1047.7467,75.28813,458.76108,328.48557,1105.9396,70.56882,276.93427,35.385212,14.71267,65.79603,272.23615,104.08846,20.634808,58.190983,19.84844,104.490776,164.37524
East Timor,TLS,2003,719.07587,178.73268,66.96216,126.09107,107.860085,331.3469,163.9646,703.88995,974.1337,181.8149,22.694649,1037.989,80.61839,485.40085,352.49707,1103.7133,76.88035,268.72998,35.43796,15.578194,59.88298,254.31737,96.83411,20.231241,65.516685,21.199995,99.929054,177.16548
East Timor,TLS,2004,747.5466,182.59431,69.88088,124.957375,111.285095,301.7691,159.32042,680.1895,837.1879,179.85652,23.519545,998.78827,83.26758,496.01947,366.90494,1071.0897,80.46134,244.99667,35.02776,16.08571,37.637844,204.17772,86.16554,16.502377,71.910194,22.465723,89.09231,185.01433
East Timor,TLS,2005,791.2965,190.774,74.13649,130.25877,116.9281,280.8325,157.23793,650.28894,752.0298,177.77528,24.650274,973.2212,87.51751,514.212,387.80438,1053.1294,86.86202,227.84756,34.433994,16.811886,30.731777,181.19362,75.85039,15.585241,78.91655,24.059694,81.46108,196.87021
East Timor,TLS,2006,821.4135,194.231,77.08054,130.78954,120.08704,245.99437,151.23686,610.0261,640.0461,175.97577,24.914644,927.7453,89.871666,523.7068,407.09445,1014.05383,91.48246,199.34319,33.99865,17.423477,24.47543,153.49574,63.235508,13.600118,85.062225,25.717949,70.72969,204.98148
East Timor,TLS,2007,867.5779,200.69453,81.281,135.65092,125.32286,229.02525,151.25114,578.9673,558.27344,176.82953,24.852104,906.98175,93.7645,542.28864,435.19757,1003.21936,99.269516,185.1684,34.08814,18.333256,14.5788355,126.425865,55.59112,12.595303,95.24566,27.756662,64.63514,217.17975
East Timor,TLS,2008,907.4891,205.501,84.59268,137.28358,129.06078,208.24937,148.93912,551.04016,481.4427,178.49959,24.175688,876.7013,96.55342,557.1405,463.00354,982.2451,106.229935,166.47446,34.37731,19.130758,11.126425,106.90243,48.074352,10.605469,104.828445,29.932089,59.55231,227.2899
East Timor,TLS,2009,978.0134,217.28459,90.7426,149.06789,137.71901,202.27495,152.91019,531.9777,448.00375,182.36044,24.362198,878.7473,103.029,592.4378,505.32956,996.73773,118.91447,159.42073,35.06024,20.503065,11.309002,101.42131,43.644413,10.574742,117.49515,32.604046,60.16477,245.0703
East Timor,TLS,2010,1057.9019,233.43155,97.562126,160.21318,147.4471,199.22856,157.75272,514.8968,406.6988,185.79732,25.206215,890.4268,110.20702,635.84033,551.8864,1021.3105,132.89784,156.11916,35.599876,21.94309,8.406292,88.298355,40.098965,9.799555,129.13547,35.737286,60.731346,262.6726
East Timor,TLS,2011,1146.6906,250.08112,106.380775,176.0678,159.60335,197.61435,165.10635,502.6111,390.26746,189.9165,27.125748,915.28864,119.310425,681.5675,605.0622,1059.9762,151.37123,153.96794,36.262276,23.68121,8.21139,84.88401,37.50375,10.4848385,140.96292,39.034916,61.901608,286.4552
East Timor,TLS,2012,1218.277,262.57108,113.540375,188.92557,169.15527,196.36919,170.5291,490.19336,364.52347,194.68399,28.64312,931.185,126.42809,719.0535,653.65265,1087.5643,169.33224,152.13397,37.134533,25.17353,4.650284,73.32587,35.364983,10.564716,151.34332,41.94977,63.182785,305.62238
East Timor,TLS,2013,1283.6487,273.41354,120.173904,199.298,177.75017,189.47514,174.03429,476.98856,339.32663,199.78743,30.086975,940.3257,132.9611,752.25745,701.3445,1105.979,187.04578,146.12268,38.103855,26.51456,3.8058338,66.63147,32.680935,10.06005,160.32397,44.756374,63.07951,323.98962
East Timor,TLS,2014,1344.1915,282.89584,126.44178,210.63075,185.97414,185.50427,178.39676,474.67957,327.99258,202.73251,31.536121,952.9749,139.32678,782.23395,746.29535,1126.9769,204.252,142.5777,38.574863,27.730139,3.7548428,64.223404,31.311499,9.694225,169.33905,47.137325,62.911793,342.15
East Timor,TLS,2015,1420.6838,298.13184,133.87627,221.9107,195.92072,181.83267,185.41525,479.48868,323.49048,202.7979,33.31446,980.2403,146.86018,821.2067,812.3428,1164.6654,219.58556,139.22746,38.279938,29.26833,4.2591095,64.67885,30.235525,9.480653,180.39322,49.83166,62.906357,358.49066
East Timor,TLS,2016,1473.4207,308.48538,139.46622,233.54463,203.27307,183.83282,190.75948,479.96887,311.9075,203.13876,35.12754,996.3404,152.4648,847.9172,872.8615,1188.5813,231.09636,140.50937,38.13309,30.448502,2.7500648,59.088615,29.634722,9.073819,188.88666,52.11744,63.860203,373.19537
East Timor,TLS,2017,1529.091,320.07352,145.44011,245.78459,211.00285,185.61687,194.71014,469.49002,297.66806,200.0023,37.404774,1008.49384,158.51457,877.5577,933.0096,1206.384,241.45628,141.74185,37.1862,31.696192,2.9619021,56.40252,28.281496,9.097717,196.46773,54.774017,63.943546,389.40717
East Timor,TLS,2018,1580.1539,330.9461,150.87384,256.55008,218.20454,185.48164,199.06218,464.45334,289.00146,195.62584,39.558,1019.8907,164.14651,905.05835,973.46686,1228.7959,250.68784,141.58308,35.8694,32.85847,2.9629757,54.128674,27.177433,9.172473,203.8224,56.65918,64.0325,404.4559
East Timor,TLS,2019,1622.7675,340.50906,155.53328,265.97772,224.3655,185.0395,202.9141,461.94882,280.92987,190.96951,41.657875,1027.3918,168.98302,927.80707,1004.47327,1243.2778,258.66202,141.24002,34.629684,33.7406,2.7330873,51.45675,26.17037,9.26155,210.29707,58.040405,64.09224,417.75763
Eastern Mediterranean Region (WHO),,1990,405188.1,21227.197,102804.71,18994.164,34370.223,208691.89,79449.42,435600.25,332058.56,5285.101,37688.555,311410.4,29337.248,237678.2,162623.47,473327.84,168995.6,156607.73,7917.213,10072.257,27726.492,95376.81,54889.668,6665.175,158827.89,46397.8,83308.29,195194.5
Eastern Mediterranean Region (WHO),,1991,417037.62,21742.838,105728.266,19241.908,35178.137,204063.61,79899.36,435373.25,322676.6,5560.803,38227.457,312731.4,30089.625,243967.27,170303.73,478545.38,175268.1,152357.45,8280.124,10330.942,26320.81,92749.58,53090.184,6815.896,163295.98,47667.03,82093.65,200719
Eastern Mediterranean Region (WHO),,1992,430548.47,22363.936,109080.766,19688.678,36127.39,202011.58,80838.734,435979.25,316269.66,5911.1836,38842.49,315934.66,31022.658,250657.23,178946.52,486143.6,182076.89,150085.14,8671.957,10526.815,24970.895,90877.375,51630.59,7089.4443,168092.31,49155.68,82204.23,206911.5
Eastern Mediterranean Region (WHO),,1993,445903.88,23099.84,112902.805,20259.582,37245.258,202230.12,82200.06,434134.9,314239.3,6303.8267,39771.637,318951.03,31923.168,258777.03,188469.06,495396.03,190622.08,149561.94,9111.253,10834.088,24196.79,90520.32,50404.094,7308.6055,174334.47,50974.258,83376.875,214423.92
Eastern Mediterranean Region (WHO),,1994,460506.9,23839.998,116538.89,20682.14,38318.52,201204.95,83297.09,430843.3,312600.34,6760.9946,40516.117,321194.94,32810.24,266446.56,197708.8,503606.53,198674.55,147905.69,9578.052,11139.402,23786.54,90775.83,48970.168,7529.249,179846.8,52723.555,83960.7,221576.5
Eastern Mediterranean Region (WHO),,1995,474136.2,24583.41,120053.15,21175.072,39376.16,198111.69,84073.27,430062.3,309320.72,7309.588,41113.99,322885.28,33777.004,273580.22,206965.61,510611.6,205559.84,144376.69,10116.535,11406.381,22906.5,90140.56,47330.316,7742.035,184037.98,54306.87,82950.77,228033.19
Eastern Mediterranean Region (WHO),,1996,486311.2,25204.447,123318.19,21555.545,40222.3,193675.67,84403.69,425969.06,302258.1,7919.719,41517.44,320841.97,34384.727,278562.4,216020.31,514269.38,213637.25,139924.44,10659.87,11686.795,21744.764,88313.016,45620.79,7840.2515,189002.62,55842.938,81404.2,234617.56
Eastern Mediterranean Region (WHO),,1997,500178.75,25986.975,127013.484,22064.674,41100.27,190670.38,85252.086,424056.72,297038.66,8658.709,41884.375,317970.22,34958.133,284866.56,226215.16,520239.7,222953.06,136636.28,11215.814,12034.833,20729.16,86933.6,44409.906,7925.765,197677.25,57662.152,80366.055,242261.5
Eastern Mediterranean Region (WHO),,1998,511333.1,26595.953,129832.31,22422.367,41608.977,188756.25,85471.914,419898.72,291837.6,9428.598,41828.56,311257.84,35259.37,288617.03,235689.17,521776.75,230805.12,134250.2,11756.69,12315.715,20227.709,85055.47,43817.293,7892.8306,206102.52,59293.105,79295.53,248150.14
Eastern Mediterranean Region (WHO),,1999,522026.9,27280.977,132655.31,22849.857,42185.49,183933,85792.17,419564.66,284324.56,10270.362,41923.547,306002.22,35611.27,292937.6,245050.72,525082,238641.92,129581.375,12345.859,12613.827,19729.941,81965.9,42886.793,7891.1235,214535.45,60777.887,77200.43,253943.55
Eastern Mediterranean Region (WHO),,2000,527930.5,27842.646,134561.16,23202.912,42587.89,178690.84,85485.66,421806.88,275052.6,11130.41,41850.844,301966,35932.773,295490.16,252652.73,526069.56,243943.92,124445.83,13021.716,12782.233,18611.568,77825.34,42202.383,7940.4307,219373.73,61562.67,74786.61,257441.72
Eastern Mediterranean Region (WHO),,2001,543014.1,28763.691,138533.23,23762.127,43389.973,172019.53,86395.11,423341.66,264615.56,11987.03,42521.438,298546.56,36322.965,301097.25,264389.56,531173.25,255877.56,118574.32,13759.853,13146.86,17683.3,74047.914,40961.848,8008.397,227578.56,63770.15,72008.984,266194.6
Eastern Mediterranean Region (WHO),,2002,559451.75,29890.818,142177.31,24499.047,44130.53,167500.25,87185.12,425208.1,256174.19,12784.606,43032.793,294818.94,36633.94,306770.03,277868.7,535048.9,268664.78,114596.125,14501.933,13579.783,16734.352,70788.125,39935.445,8095.9976,235192.06,66200.69,70104.43,274250.5
Eastern Mediterranean Region (WHO),,2003,576982.7,31147.488,145905.62,25420.156,44947.1,163806.56,88310.984,425975.78,247797.98,13490.09,43707.887,291994.47,36941.133,312901.75,292538.28,540468.2,282132.12,111416.42,15262.882,13919.085,14168.522,65964.49,39102.887,8160.1313,243236.23,68859.04,68934.68,282511.22
Eastern Mediterranean Region (WHO),,2004,588807.25,32167.402,148335.89,26069.793,45556.83,158697.02,88577.01,425122.5,239285.25,14086.173,43909.684,287439.56,37202.918,316523.44,305440.75,541134.75,292867.34,106895.77,16063.428,14152.785,12816.082,62062.52,37912.34,8152.7935,248466.53,70606.266,66924.78,287513.3
Eastern Mediterranean Region (WHO),,2005,599673.75,33122.844,150750.4,27129.244,46137.52,153073.28,88728.055,421241.56,228490.22,14598.487,44196.445,281178.5,37479.555,319624.7,317601.22,540502.8,303042.9,102039.09,16736.812,14495.927,11399.412,57608.16,36533.58,8119.0776,253862.14,72115.89,64586.58,292321.28
Eastern Mediterranean Region (WHO),,2006,613418.4,34326.43,153636.58,27278.791,46694.938,148668.64,89226.484,419955.5,220373.66,15044.992,44575.586,275337.94,37743.22,323677.8,330421.4,543444.25,314853.62,98197.11,17412.795,14667.346,10545.063,54393.473,35225.6,8052.99,262296.4,73753.82,62903.254,298438.84
Eastern Mediterranean Region (WHO),,2007,627501.25,35518.695,156160.88,27897.555,47183.727,145425.3,89396.65,412525.6,212139.02,15454.749,44862.74,267786.47,37950.027,326815.44,343852,544931.06,325832.38,95284.72,18174.432,14758.237,9317.05,50584.6,34601.387,7926.811,270836.12,75455.914,61602.715,303711.28
Eastern Mediterranean Region (WHO),,2008,646385.5,36967.066,159819.58,28606.451,48006.035,145204.11,90677.28,408864,205769.11,15779.518,45454.836,263317.16,38385.203,332444.1,359884.4,552843.1,340179.75,93734.4,18894.45,15087.956,7775.6294,44837.805,34053.32,7911.7974,283083.06,77760.875,61444.586,311636.72
Eastern Mediterranean Region (WHO),,2009,664267.8,38283.543,163223.97,29341.656,48723.195,142105.17,91684.984,403313.38,198496.73,16047.954,45992.215,256825.23,38713.695,337430.16,375355.28,557950.8,354613.62,90361.23,19418.096,15411.146,7129.9316,40936.605,33415.65,7808.5527,294869.12,79996.58,60420.934,319064.4
Eastern Mediterranean Region (WHO),,2010,680428.2,39190.797,166476.27,29816.164,49516.625,136887.36,92411.06,397872.03,200743.62,16439.355,46573.12,250620.03,39229.547,341453.4,389965.7,561344.9,367931.25,85849.96,19948.793,15679.736,6434.531,38613.887,32712.223,7651.7466,304441.44,82159.62,58840.707,325911.6
Eastern Mediterranean Region (WHO),,2011,694807.1,39988.973,169376.06,30375.117,50324.586,133270.38,92824.51,389643.5,194632.1,16877.42,47180.652,243543.39,39844.473,346452.4,402494.47,562727,379802.22,82385.84,20489.088,16029.865,6186.6606,36795.59,32087.352,7528.3438,312684.53,83802.8,57914.406,331688.1
Eastern Mediterranean Region (WHO),,2012,715431.56,41124.133,173706.27,30846.604,51397.535,128464.57,94096.984,380719.6,178678.45,17303.4,48162.848,236725.22,40589.844,352300.1,419453.66,567544.4,396513.7,78013.875,20982.867,16394.152,5813.918,35276.13,30418.629,7360.02,324554.25,86318.42,56607.1,341086.62
Eastern Mediterranean Region (WHO),,2013,735988.1,42136.934,178935.19,31234.457,52676.73,123703.32,95255.586,374448.56,172817.56,17673.74,49354.184,230869.88,41677.734,358935.56,437993.1,572780.25,411142.97,73427.83,21416.018,16739.889,5030.46,33554.504,29118.357,7314.3545,335637.03,89159.3,55244.39,350460.47
Eastern Mediterranean Region (WHO),,2014,756807.8,43286.562,183527.72,31799.2,53908.715,119746.08,96715.48,366705.1,165529.05,18056.342,50394.375,224535.81,42479.477,365670.84,456498.7,577698.56,428899.53,69804.77,21964.96,17186.275,4508.159,31292.316,27996.16,7197.5454,346726.25,91770.36,54183.9,359964.9
Eastern Mediterranean Region (WHO),,2015,783888.9,44598.04,190440.14,32467.893,55431.688,115667.36,99255.96,356047.94,158967.84,18427.314,52204.387,218423.62,43579.92,375515,478312.56,585916.7,450844.53,66641.39,22477.85,17901.723,4484.2793,29495.988,26810.473,7046.8164,359218,95773.46,52631.543,374639.7
Eastern Mediterranean Region (WHO),,2016,803870.8,45792.594,195755.45,33197.766,56866.977,112843.555,100826.02,345508.72,152306.25,18770.027,53573.71,214412.56,44700.766,382566.1,496724.66,587047.75,468661.2,64273.047,23140.898,18233.213,4055.574,27426.076,25363.123,6945.1763,363501.97,98924.59,51585.16,385295.4
Eastern Mediterranean Region (WHO),,2017,821386,46982.84,200906.48,33983.926,58355.836,111831.31,102152.85,335778.28,146821.9,19084.871,54917.312,209553.47,45981.652,388902,512540,586143.3,484788.34,63037.098,23894.293,18531.373,4252.1714,26277.23,24163.469,6790.169,366969.03,101752.85,50453.195,395565.88
Eastern Mediterranean Region (WHO),,2018,842134.1,48144.16,206628.69,34770.73,59937.305,104336.914,103758.99,320244.44,134076.62,19429.53,56393.08,202136.06,47208.33,396444.3,531965.3,587954.3,503099.66,57914.457,24584.98,19042.832,3912.738,23924.783,21421.037,6643.3,375677.7,105015.48,47426.754,407017.3
Eastern Mediterranean Region (WHO),,2019,864258.4,49263.918,212605.5,35719.39,61471.543,100377.734,105841.39,312037,127580.48,19819.025,57833.105,195047.45,48410.9,403946,553626.25,594627.3,522391.7,55121.867,25168.936,19504.387,3333.5457,22142.11,20184.316,6517.001,389412.1,108814.07,45866.22,419130.03
Ecuador,ECU,1990,4117.2144,854.7574,972.0987,1946.9586,109.166306,2014.0299,509.7626,3580.969,3346.8447,576.2325,504.73892,1948.2802,671.39716,3284.1125,3146.2048,3711.9614,3905.6965,1311.0138,83.00674,301.0371,47.208366,612.9648,641.92456,62.349056,1753.0786,282.15402,987.4569,2218.3608
Ecuador,ECU,1991,4502.321,937.1274,1066.4282,2123.1174,125.438896,2117.0422,545.6558,3514.9558,3425.1885,630.9965,556.37506,1908.4825,731.93384,3579.4875,3551.0269,3785.294,4382.6045,1368.3069,93.04036,330.03403,47.441334,613.61633,674.9659,62.439335,1867.6461,319.01788,1018.5417,2437.4043
Ecuador,ECU,1992,4546.034,938.8019,1073.4374,2094.6113,133.31409,1847.5312,544.6265,3506.667,3190.4595,655.88306,561.16345,1758.8483,730.06,3509.4932,3721.5374,3622.0098,4528.4854,1177.9103,95.89513,327.19067,39.545418,557.98706,592.94684,59.928883,1857.8593,330.01376,933.0854,2448.5298
Ecuador,ECU,1993,4565.281,938.65826,1073.7977,2094.5898,139.39644,1599.5581,538.48553,3537.2444,2955.7295,677.8442,562.79974,1613.1061,722.64056,3449.7295,3865.9653,3460.554,4607.172,1013.5868,98.70136,329.6782,33.279655,504.82294,510.99896,56.00582,1844.4128,341.8211,860.767,2448.4187
Ecuador,ECU,1994,4630.1787,949.11334,1086.4496,2114.7559,146.61934,1410.0111,538.91736,3627.452,2807.6448,710.0904,570.65295,1504.3232,722.7786,3435.1985,4060.154,3365.8394,4759.4077,879.0447,103.319885,337.91574,28.013948,463.4223,457.33908,52.729595,1856.9686,355.42435,801.39905,2471.1294
Ecuador,ECU,1995,4631.8965,943.5733,1075.1957,2128.6284,150.35123,1291.6903,535.4552,3901.6748,2756.5117,659.4597,564.9701,1411.4182,705.86835,3355.0015,4218.491,3284.998,4815.9067,789.2559,106.62815,338.8886,24.064466,435.91867,433.8183,49.040173,1861.3201,363.50537,770.98865,2433.0227
Ecuador,ECU,1996,4895.3354,993.7861,1122.6882,2255.4775,161.23004,1202.6969,552.04,4131.962,2762.9375,718.086,590.42505,1390.1063,728.10474,3482.0408,4603.3726,3358.1475,5134.9565,729.7242,114.502106,365.90607,21.912487,411.3935,413.6648,47.600056,1948.4862,389.158,745.70215,2528.8064
Ecuador,ECU,1997,4764.2734,962.9577,1089.709,2241.4634,160.06268,1078.0262,526.9747,4140.605,2701.4048,780.13715,573.8927,1286.8848,696.5822,3326.0115,4676.8687,3207.0608,5065.3066,641.96375,114.26701,356.69156,19.382866,384.09708,381.59695,43.02955,1903.6353,384.05362,677.8272,2437.7017
Ecuador,ECU,1998,5025.567,1012.65936,1152.4238,2385.7852,173.0324,971.81055,535.97015,4079.7444,2690.0503,823.3569,607.55457,1271.4901,727.8362,3435.4526,5116.321,3276.66,5377.924,572.8541,120.151054,388.5171,17.65879,360.81747,350.166,42.360237,1992.8466,414.86755,644.63995,2571.1814
Ecuador,ECU,1999,5280.4307,1054.4114,1190.921,2466.2295,182.15741,866.03314,535.6997,4012.0076,2618.5247,879.4657,627.75665,1236.1047,745.088,3500.9697,5490.3535,3306.4248,5614.1665,510.57358,120.13277,395.90005,16.341543,334.57498,322.85257,39.85187,2059.9956,439.5522,619.0835,2651.9155
Ecuador,ECU,2000,5485.938,1076.281,1211.4742,2521.6208,189.81181,774.21576,532.38763,3901.351,2565.643,929.2823,635.995,1182.74,749.8179,3474.9446,5789.9897,3300.0398,5849.228,447.2468,119.81022,409.28473,14.587925,312.7166,308.06558,39.426807,2105.896,451.00906,586.3575,2685.5173
